system:index,EVI_Dynamic,EVI_Fixed1985,FVC_Dynamic,FVC_Fixed1985,NDMI_Dynamic,NDMI_Fixed1985,NDVI_p5_soil,NDVI_p95_veg,actual_imagery_year,region,year,.geo
0,0.11511824946264979,0.11511824946264979,0.26286846704148836,0.26286846704148836,0.3193317899959391,0.3193317899959391,-0.019612120052539785,0.761679471488901,1985,YRD,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.0908843676106677,0.0908843676106677,0.2021377384038941,0.2021377384038941,0.2744811429584394,0.2744811429584394,0.027402587731407795,0.7772914411933801,1986,YRD,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.08582568263054127,0.08582568263054127,0.18282219122044452,0.18282219122044452,0.2728959268139736,0.2728959268139736,0.03523790707381037,0.7538575202847257,1987,YRD,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.11436194027933036,0.10497046927222921,0.22882714763019993,0.20313412898845742,0.26605968392836143,0.24923609254521292,0.050790752499969824,0.7616846474527287,1988,YRD,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.09497333942210524,0.1007376617515301,0.20583354762625283,0.20107276992386167,0.2922162547938338,0.26267299799485544,0.050834602875741854,0.7616610947420799,1989,YRD,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.09736949068174165,0.08637007474577062,0.213152538160458,0.1934143881500746,0.3080676458647366,0.30651329843846414,0.050767660224350385,0.7772781508121749,1990,YRD,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.07032869594786012,0.0846944078533883,0.18286854204082947,0.20515839073522288,0.3308401891154235,0.31368008208332027,0.01947722033599775,0.7304265995595344,1991,YRD,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.11921632027717634,0.10752300268042927,0.23918467173291008,0.2180826425756621,0.24460222854516178,0.2464712052296299,0.019616034786459485,0.699182582984715,1992,YRD,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.10099248113582357,0.09524677854526284,0.20907379676095214,0.18074983559203503,0.35132284162348754,0.3105282192293634,0.05869583050334132,0.7616726639096102,1993,YRD,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.12440766719593689,0.10696506909160679,0.22926115165030117,0.18658016718927387,0.3163708940104816,0.28640702776187016,0.09773220826476157,0.7616605142280192,1994,YRD,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.1080689602893009,0.10217791110734696,0.22110212216422945,0.19492982906940298,0.3374544528874064,0.31285408402412274,0.08193414056553809,0.7694730291430831,1995,YRD,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.093839837260849,0.09290129497935852,0.19049993902601642,0.18589538259118762,0.3460397482737295,0.31745501408555377,0.05068533350689673,0.7538494102099121,1996,YRD,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.12275834536423404,0.08818168288588135,0.22131427539323784,0.16141134655183242,0.3253605616434653,0.32110856353206113,0.1055328209779993,0.7694652403532908,1997,YRD,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
